,dominant_topic,text
17511,hillary,Who wouldn't want him as the leader of our country 😡 #NEVERTRUMP  https://t.co/Qk1RVhYkUs
17512,trump,@SonnyUndercover @realDonaldTrump @CNN he emailed them to Killary..she mustve deleted them
17513,trump,@realDonaldTrump @FoxNews Melissa just put that ignorant Crooked supporter on the left in his place! Ty Melissa!🇺🇸🇺🇸 https://t.co/gKb7TzwFvU
17514,trump,@NoMoreRomney @mariclaire81 @HillaryClinton https://t.co/8j3cv9OpZB
17515,trump,Thank U@RepThomasMassie 4 saying no to more unaccountable spending! https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17516,hillary,@realDonaldTrump STOP POSTING SHIT TO ME U RACIST DUMB LYING NO GOOD MOTHER FUCKER U WILL CAUSE WW3 ONCE YOU NUKE ISIS YET U WORK WITH ISIS!
17517,trump,@realDonaldTrump stopped watching the and msm many years ago
17518,trump,"Thru my tears, I have gained even more repsect and resolve to get her elected. #StrongerTogether #ImWithHer https://t.co/7eyhw05TUM"
17519,trump,Fail!#LaueringTheBar #HillaryAProvenLeader #NeverTrump https://t.co/nXl7Cih1H9
17520,trump,"@realDonaldTrump @mike_pence @seanhannity @ericbolling @CarlHigbie @bluehand007 @BrexitNoww 
🏙👄Manhattan Bond Girl&amp;I approve that message💋🇺🇸"
17521,trump,"@AStrongUSA @Tanya_USA   #DonaldTrump @ReignsFreedom   @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  @PamelaGeller"
17522,trump,"@realDonaldTrump Donald you have 2 Secret plans to keep America safe from ISIS &amp;N Korea. Don't wait 6 mo. Share with Defense Dept now,please"
17523,trump,@slone  @realDonaldTrump  @KellyannePolls  @mike_pence  the lady is right please DT do NOT let her bait you stay calm &amp; on track
17524,hillary,"@realDonaldTrump ""I figure repealing the Johnson amendment is my only way to get into heaven."" #MakeAmericaGreatAgain"
17525,trump,@POTUS WHO BUILT THAT? Somewhere below in that picture is the father of Mr #Trump building a great business empire🛠️ https://t.co/DsQ7tYXLSl
17526,hillary,ICYMI: @billclinton campaigns for @HillaryClinton in Homewood https://t.co/4qR7LXOWng https://t.co/F2axBemIjg
17527,trump,Thank U@RepDaveBrat 4Yr stance against unaccountable spending in lame duck. https://t.co/NcpxZmmakT GO @realDonaldTrump
17528,trump,"@realDonaldTrump @Reuters @FOX4 
Check this post
https://t.co/KmQgsOBgr1"
17529,hillary,@YoungDems4Trump @dwyer_barbara @HillaryClinton she is so much caught up in herself that she doesn't know the truth! Wow LIAR
17530,hillary,#HillaryClinton looks giddy knowing how much $$ is coming her way. #ClintonFoundation #ClintonCorruption #tcot https://t.co/qiruL1mYpz
17531,hillary,"@realDonaldTrump - You say Hillary has poor judgement?  Dude, have you seen your hair and spray tan in the mirror?  THAT'S poor judgement!"
17532,trump,Thank U@Replouiegohmert 4 standing up for accountable spending! https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17533,hillary,"While Americans want answers, @HillaryClinton is collecting money. Vote the outsider @realDonaldTrump https://t.co/ubAqGdcR18"
17534,hillary,From 'Forbes' this graphic may be most important fact of the campaign! Check it out. See sellout Hillary vs Trump. https://t.co/hKu2hffie0
17535,trump,"@realDonaldTrump Need complete psych work up, after handing over tax records. @CNN -bah. Every outlet is covering a bad reality show - tRump"
17536,hillary,@JackBPR Look at the look on #CrookedHillary s face
17537,hillary,"Not going to happen, but thanks for the thought, honey! https://t.co/MJmQKsHGSZ"
17538,trump,"Accepting @realDonaldTrump denouncing ""birtherism"" as progress wld b a mistake.The basis of his belief is unchanged given hs praise 4. Putin"
17539,hillary,@andendall @politico @thehill @POTUS @gop @HillaryClinton  this can't be tweeted enough
17540,hillary,"@roycan79 @KatrinaPierson speaking of jobs, how many did #CrookedHillary create when she was the senator from NY?  https://t.co/sewWNDpZho"
17541,trump,Everything about this creeps me out https://t.co/xpx3NLZbws
17542,trump,"@roycan79 @Tanya_USA  #DonaldTrump @ReignsFreedom @inmatemd @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller"
17543,hillary,"@FoxNews @realDonaldTrump Which verse? Only Christians get to heaven?     Sorry, I meant white male, U.S. citizens, who are Christian. Duh."
17544,trump,😵😵😵 https://t.co/Ne5aqWCdbH
17545,trump,@RepChuck Do you SUPPORT the TRUMP/PUTIN TICKET? https://t.co/Pp3X1uB5VS
17546,trump,@politico @realDonaldTrump I thought you said it was the invasion of Iraq which you now claim you didn't support?
17547,hillary,".@AmerMedicalAssn 
'
JUST HOW MUCH body weight has @HillaryClinton GAINED
On The Campaign Trail 2015-16 ?
@HHSGov @HHSMedia @WeightWatchers"
17548,trump,He loves Russia&amp;they love him! Wish he would move there!#HillaryAProvenLeader #NeverTrump https://t.co/KHKJ00SmrK
17549,hillary,@UniteWomenOrg @CandyCrowley @NBCNews @CNN @nytimes @nytopinion @mashable @Slate @HillaryClinton Send invites to: editor@insidechappaqua.com
17550,hillary,"@LouDobbs @realDonaldTrump @KellyannePolls @Trump_VP  Disgraceful!! Lynch &amp; Comey must go,enough Clinton favoritism  https://t.co/LfOgyvSk13"
17551,hillary,C stands for CUNT https://t.co/ZBMhC4WCfa
17552,hillary,#Hillary can NOT b elected!A Sal Alinski devotee taught to create division &amp; backed by Soros who wants 2 rule world https://t.co/aQzVC0kPFj
17553,trump,@lachlan @realDonaldTrump don't forget this https://t.co/TCebGolk9Y
17554,trump,@raeganlady @HillaryClinton @steph93065 I totally agree😃
17555,hillary,@GOP @realDonaldTrump @IvankaTrump Why is Ur campaign ignoring requests to help from volunteers.
17556,hillary,@SenBobCorker @SenAlexander @RepJohnDuncanJr TELL US! https://t.co/Pp3X1uB5VS
17557,hillary,Crooked Hillary says @realDonaldTrump not fit to handle NK nukes issue. NK strung Bill Clinton along while building nukes. #Trumppence2016
17558,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/IARxztj8pu
17559,trump,I can't figure out which party @realDonaldTrump is in.  Is he a #Nazi or is he a #Communist?
17560,trump,.@realDonaldTrump will make education great again. #Students4Trump @DanScavino #MakeEducationGreatAgain #TrumpTrain https://t.co/RwC1HzPlNM
17561,hillary,Yep &amp; YES IT HAS #MAGA https://t.co/CzUZp68Xil
17562,trump,"@weknowwhatsbest    #DonaldTrump @ReignsFreedom @inmatemd  @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller"
17563,hillary,Crooked Hillary says @realDonaldTrump not fit to handle NK nukes issue. NK strung Bill Clinton along while building nukes. #tcot
17564,hillary,"@JackKosakowski1 thx 4 the follow.I look 4ward 2 learning n 2 sharing. Best, Nick. Pls visit me at www. https://t.co/unugCtwE38. #neverTrump"
17565,trump,@HillaryClinton complaints about #CICforum have nothing to do with Matt Lauer.  She is trying to intimidate Prez debate moderators.
17566,hillary,@HRC @realDonaldTrump I'd take a stand against anti-LGBT donations to the @HillaryClinton foundations by Muslim countries
17567,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":88.7°F Wind:2.0mph Pressure: 30.03hpa Falling slowly Rain Today 0.00in.  Forecast: Unsettled, precip"
17568,trump,"@realDonaldTrump @JoyAnnReid ""People say"" in NYC that Trump DOES NOT GIVE TO CHARITIES NOT a billionaire-thus #NOTAX https://t.co/HBR6NO0NhC"
17569,hillary,@FoxNews @realDonaldTrump :Is this another fascist effect??? Government will select my religion? Naw!😠
17570,trump,Young women especially need to vote! Their rights hangs in the balance!#HillaryAProvenLeader #NeverTrump#VOTEBLUE https://t.co/Z67bNDGcFl
17571,trump,@realDonaldTrump Where are your tax returns you fraud?
17572,trump,@HillaryClinton @elizabethforma @TheDemocrats loser
17573,hillary,"Should #Hillary Be In #Jail Over Her #Emails Rather Than ""Annoyed"" People Are Still Talking About Them? I voted #Yes https://t.co/JOw3XL5BIj"
17574,trump,@TrumanProject @shaker0309 Our Veterans deserve a leader who will crush our enemy. My Marine Son is voting #Trump https://t.co/EOyoCcaQnH
17575,trump,"@adnilhoom #DonaldTrump @ReignsFreedom @inmatemd  @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller #MAGA"
17576,hillary,It's very simple. Bill Clinton no longer believes he needs these voters to win a election.   https://t.co/14V4c24ziw
17577,trump,Agreed @HillaryClinton just can't answer questions even w/ earpiece.  @realDonaldTrump won big against unlikeable H. https://t.co/YMO5jVCpE8
17578,trump,@realDonaldTrump said generals were rubble because Obama ignores any advise as worthless. Who disses the military?  https://t.co/YMldMmh3a5
17579,trump,🙁 https://t.co/zIWBtx6m7G
17580,trump,"@ThisWeekABC @realDonaldTrump Seriously, when did adultery and multiple marriages ... 5 kids with 3 different wives ... make you Christian?"
17581,hillary,@realDonaldTrump @POTUS Obama interfering with immigration laws - https://t.co/9t66CkaLVH - @washtimes #ChangingAmerica #3rdWorldDump
17582,hillary,"""México condena ensayo nuclear de Corea del Norte"".
En otras noticias @realDonaldTrump amenza con guerra a México.
https://t.co/cztnGakfvP"
17583,hillary,"I would have to say, this is one of the oddest elections in History!!!  #LockHerUp #NeverHillary https://t.co/Ew304WAPRq"
17584,hillary,Afternoon @seanhannity! Heard your Friday rant concerning #NeverTrump. Support who you want/will. But let the rest of us do that to bud! Thx
17585,hillary,"@realDonaldTrump @RealJamesWoods @seanhannity 
WARNING.... GRAPHIC.... Liberal in training ☺
https://t.co/mEo3S8MVbG"
17586,trump,"@ebaytoad #DonaldTrump @ReignsFreedom @inmatemd  @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller #boycott"
17587,trump,"You would think this is the case, but look at #DonaldTrump.  https://t.co/BmBNqTRAJA"
17588,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/CbzpyvyhOC
17589,hillary,@HillaryClinton @HillaryforNH I love this!
17590,trump,"Hey genius, u know that there r arabian countries in the middle east that are not muslim? Of crs u don't. Ur racist. https://t.co/tMQ6we0h15"
17591,hillary,Stats on some charter/private schools that have lost funding because of accreditation problems are needed.   https://t.co/7xQ002lZWj
17592,hillary,See what #pornstars are voting for #HillaryClinton this #Election2016       https://t.co/tAk3DZtUd7
17593,hillary,See what #pornstars are voting for #HillaryClinton this #Election2016       https://t.co/tAk3DZtUd7
17594,trump,"Step on gas
Don't let up
Fourth-quarter rally https://t.co/Vzcm7ph2Gj"
17595,trump,"@KellyO @NBCNews @realDonaldTrump So, he would lie to US service men and women?.....despicable"
17596,trump,Thank U@RepMarkMeadows for standing strong against unaccountable spending. https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17597,trump,@KellyannePolls @JBaker31826004 @realDonaldTrump @RealClearNews They're making a movie about it... https://t.co/wUvBGMle94
17598,trump,@TeamTrump @realDonaldTrump I loved your speech You will be the next President..Everything you said is true.
17599,trump,"Brad, can I help you pack? https://t.co/fru0x2PJEW"
17600,hillary,@MSNBC @realDonaldTrump Is thin-skinned&amp;mentally unstable!He has enormous mental health issues&amp;a huge ego fueling a dangerous God complex!
17601,hillary,Perfect!##NeverTrump #Partyofhate #HillaryAProvenLeader #TurnCongressBlue #TurnSenateBlue https://t.co/uVNpHZB5xu
17602,trump,Thank U@RepMGriffith for standing strong against unaccountable spending. https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17603,hillary,"@HillaryClinton @YahooNews that can't compare to all the illegal, lying things you have done while in office over the last 30 years."
17604,trump,@HillaryClinton https://t.co/yvCY8AtTek
17605,hillary,@rightnpr @flhrs98 @realDonaldTrump When r Americans going to wield their power
17606,trump,.@realDonaldTrump #FuckYouDonald Are you want this commie @Reince? https://t.co/IwFgUbMn95
17607,hillary,We are having a blast at our campaign HQ in ATL! Submit your info at https://t.co/0iMr9WNMnT to join the fun #MAGA https://t.co/20pmxOhaLe
17608,trump,"@Lady74Pink @hughhewitt @JimVandeHei @realDonaldTrump As compared to Hillary, how can educated liberals vote for her."
17609,hillary,You just have to admire the chutzpah of @HillaryClinton and the #Dems for their unabashed hypocrisy.
17610,trump,Thank U@RepWestmoreland for standing strong against unaccountable spending. https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17611,trump,@CNNPolitics @DaniellaMicaela The Vermin in the Liberal media have one agenda to put #CrookedHillary the WH .WE the in PEOPLE WILL STOP THEM
17612,trump,"It's going to take more than money to defeat  #Trump this November, VOTE! https://t.co/1VjEZ0puBI"
17613,trump,Solicitó #EEUU a autoridades de la #CDMX dar seguridad a @realDonaldTrump durante su visita https://t.co/GDXTzdkK8r
17614,hillary,I guess @HillaryClinton is following Obama vacation policy or is it a Hillary medical vacation? https://t.co/0NSLbGbyVW
17615,trump,Today @realDonaldTrump will address a group the @splcenter has deemed a hate group. #NotOurValues
17616,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/3bv0NraFzg
17617,trump,@CNNPolitics @DaniellaMicaela Does #CrookedHillary own the Media OR DOES THE MEDIA OWN HER #BanCNN
17618,hillary,@HillaryClinton Best of Luck Lying Bribe Taking Criminal National Security Risk Hiding LOOSER HILLARY!!!  🇺🇸GOD BLESS AMERICA and TRUMP 🇺🇸
17619,trump,For the #NeverTrump #NeverHillary crowd: Support who you want/will. Free country. BUT allow the rest of us to do the same. #OpenTheDebates
17620,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/tyxjqUDOJv
17621,trump,A sophisticated con artist as @marcorubio called him #VVS2016 #DonaldTrump #Trump #ValuesVoters #MAGA #FLSen  https://t.co/HXtMQdP5PF
17622,hillary,"@HillaryClinton 
As I stated earlier,Get ur ""FRIENDS""to lose PLANNEDPARENTHOOD from discussion. plannedparenthood has nothing todo with Zika"
17623,trump,@run_mac_run @realDonaldTrump Hoping you'll go vote for Gary Johnson.
17624,hillary,You have no concept of what a Christian is or how you become one. So sad and pitiful. Not too late. Read a bible.  https://t.co/v9fri61Yub
17625,trump,@CNNPolitics @DaniellaMicaela We the Silent Majority must be silent NO MORE TAKE OUR COUNTRY BACK...Vote @realDonaldTrump
17626,hillary,@HillaryClinton @DemConvention @Hillary_esp @HillaryforPA @HillaryforOH @RogerJStoneJr @SJavner @EricSuper5 @nbc  https://t.co/rhW1vC0uAs
17627,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/OlNSxo6SZn
17628,trump,Under @POTUS &amp; @HillaryClinton the 5th time North Korea...if she's president find an underground place to hide‼️ https://t.co/Lk6f67BPJE
17629,trump,@realDonaldTrump @CNN they are using you for ratings! Disgusting! Will never watch them again.
17630,trump,@scottienhughes @mercedesschlapp @JoshNoneYaBiz @joshgremillion  @mitchellvii @seanhannity @realDonaldTrump @greta https://t.co/PaqA6Sh0gZ
17631,trump,@realDonaldTrump @CNN shut up
17632,trump,"""I got more training militarily than a lot of the guys that go into the military."" @realDonaldTrump 

Shut. The. Fuck. Up.

Signed: US Vets."
17633,trump,Values Voters is the phrase equivalent of finger nails on a chalkboard. No authentic follower of Christ would ever applaud @realDonaldTrump
17634,trump,@clairwaldorf lol I'm just saying if it comes to worse &amp; @realDonaldTrump ends up in the @WhiteHouse 🙈🙉🙊
17635,trump,"Anything this POS is for, we should be against: https://t.co/alynF8CZ2o @realDonaldTrump @gopquay @seanhannity @AnnCoulter"
17636,hillary,#MakeAmericaGreatAgain  #DONALDTRUMP #TRUMP2016 #Dncleaks #CrookedHillary #VETERANSFORTRUMP #CruzSexScandal #Msm https://t.co/rhW1vC0uAs
17637,trump,@brianstelter one of the biggest is he reflected a harping on e-mail with @HillaryClinton vs no follow on ??s @realDonaldTrump as Trump lied
17638,trump,@EllieNoVATea @ScottPresler @Starbucks @realDonaldTrump ❤️this! Go SCOTT!
17639,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":88.3°F Wind:0.0mph Pressure: 30.03hpa Falling slowly Rain Today 0.00in.  Forecast: Occasional precip"
17640,trump,"Trump calls public schools ""govt schools"" as anti-govt / govt is bad tactic. PS POTUS is a govt job. #NeverTrump #keepyellowheadsoutofgovt"
17641,hillary,Crystal clear. We don't want insiders anymore! https://t.co/24yxzOmOLu
17642,trump,"THANK YOU @MelissaAFrancis FOR TRYING TO MAKE ""DICK"" ANSWER THE QUESTION!! ALL HE WANTED TO DO WAS FILIBUSTER AGAINST @realDonaldTrump!#MAGA"
17643,trump,Joy just being on the stage would get under racist #Trump s skin. https://t.co/PMo0emb6KT
17644,hillary,"@RepublicanChick @HillaryClinton I'm sorry I can't run, but know where Allepo is &amp; remember that little boy who lost his brother."
17645,trump,@CNNPolitics @DaniellaMicaela #CrookedHillary =  #AmericasMerkel
17646,hillary,'H': Unborn Babies Don't Have Const Rights https://t.co/tThynb1PXs a Sociopath Justifying Murder #NeverHillary #tcot https://t.co/vPXD8VsuLH
17647,trump,@SanBernStrong @keywestcliff2 great speech in  DC #Trump
17648,hillary,This is so true! Hillary is judged by a different standard as a woman yet has no role models to follow. #ImWithHer  https://t.co/y8zLjiC1JU
17649,trump,Thank U @SteveKingIA for standing strong against unaccountable spending. https://t.co/fDPebbb0hw #NoLameDuckSpending GO @realDonaldTrump
17650,trump,@jomimx @FNxFamilia y critican a @realDonaldTrump ? Congruencia señores.
17651,trump,@realDonaldTrump @USA_with_Trump @CNN https://t.co/R1CVJkQi4w
17652,trump,#AfD - #identitäre - #Trump die faschistische Internationale. Beängstigend! https://t.co/kB9gX50cwK
17653,hillary,"@realDonaldTrump @FoxNews WARREN,THE MOST BIGOTED LUNATIC HILLARY LOVER I'VE EVER SEEN! NOTICE SHE ONLY COMES ON CNN https://t.co/VHFWMaXXgt"
17654,hillary,#Trump told the audience that overturning The Johnson Amendment was the only way he's getting into Heaven. Why would he say that?
17655,trump,"Are you sitting down? Believe it or not, #DonaldTrump just said ""America will learn to believe in one God."" #1stAmendment #Constitution"
17656,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/ErYsqM8lKv
17657,hillary,@aoneammo @HillaryClinton @thehill did you know conspiracy theorist=paranoid schizophrenic. Get some meds.
17658,hillary,"Best pair of liars, ever. https://t.co/jyaazvJynG"
17659,trump,"@Bakari_Sellers @realDonaldTrump He's far from a billionaire, and does not have the temperament of a 7 year old. #NeverTrump #CNN #Bakari"
17660,trump,"@SteveKornacki @MSNBC@GovGaryJohnson
Respect Gov Johnson for @having 1 brainfart brandished worse than doofus @realDonaldTrump"
17661,hillary,"What can I say?  Like mother, like daughter!  @HillaryClinton @ChelseaClinton https://t.co/Ei695gdGEz  #MoneyTalks #CrookedHillary #JackAss"
17662,trump,"""Even if you don't want boots on the ground, DON'T SAY IT! Let them think they're going to go through hell!"" @realDonaldTrump #Trump"
17663,hillary,@HilClin4WOPriso @HillaryClinton @billclinton @mitchellvii @HillaryforFL @HillaryforOH @HillaryforVA @HillaryforNC  https://t.co/rhW1vC0uAs
17664,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/71evb3QkfW
17665,hillary,@jtboyd1 @HillarysAmerica @hillaryclinton
17666,hillary,@MSNBC how many jobs did this costs? @realDonaldTrump https://t.co/oj1xG2HAG9
17667,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/vZmJXNCXMn
17668,trump,@aoneammo @HillaryClinton @thehill https://t.co/kstRtOsOPw
17669,hillary,"@HillaryClinton won't be watching ALLERGIC TO LIES (cough,Cough GAG !!!) LMFAO. 🇺🇸🇺🇸🇺🇸VOTE👍🏽TRUMP🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👍🏽"
17670,hillary,@foxnewsvideo @realDonaldTrump Hillary is blocking Christian Visas to give ISIS enough time to slaughter them. Hillary and Obama VIVA ISIS !
17671,trump,"@LadyA08 @Bakari_Sellers @CNN @realDonaldTrump Keep pounding him, Kid from Bamberg. Making SC proud!"
17672,trump,@realDonaldTrump @CNN Looks like someone got under Trump's thin skin. It doesn't take much. He hates being criticized or proven wrong.
17673,trump,Clinton wants US to forget (11) @sxdoc @Karennola719 @Jnbarke @MeemsKaso @Dbargen  @realDonaldTrump #Trump #MAGA https://t.co/TAvcGmltvO
17674,hillary,@ECHOPDA @HRC @realDonaldTrump is a disgrace to our country! Period! He is NOT fit to be president. If he's elected we're all screwed!
17675,hillary,@realDonaldTrump @FoxNews WARREN SLUT RANTS &amp; RAVES RHETORIC BECAUSE CRIMINAL CLINTON PROMISED HER A JOB! ONLY CNN!💩 https://t.co/VHFWMaXXgt
17676,trump,@thedailybanter @skookerG @realDonaldTrump LYIN RACIST FRAUD TRUMP thinks it looks good
17677,trump,"@pbump and it seems when #trump is over it, he gets a pass! And in that way truth in USA has become irrelevant - winning over everything SAD"
17678,trump,"Plain dumb @POTUS @VP silence over S. Korean nuke test; seems like @realDonaldTrump is aawaay hey aawaay or Go Trump, Go!"
17679,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/gSSALpb3vx
17680,trump,On problems: At least @GovGaryJohnson said no excuses. @realDonaldTrump is just a liar. @HillaryClinton is a lawyer's lawyer.
17681,trump,@aoneammo @HillaryClinton @thehill https://t.co/K2JivrRXNt
17682,trump,@politico @realDonaldTrump how much suffering because of this? https://t.co/UL59P4VBdl
17683,trump,@HillaryClinton and that most voters are stupid and dont' care about the character of their candidate.  you were incompetent at best
17684,trump,@realDonaldTrump Maybe you should move to Russia. You could be be bunkmates with Snowden. #TraitorTrump
17685,trump,.@realDonaldTrump #FuckYouDonald  https://t.co/zTQ7Xpm0eZ
17686,trump,"https://t.co/3p706ttV50 @HillaryClinton Says
@realDonaldTrump Doesn't Have Proper 
Temperament ToBe POTUS WatchHer 
BlowAtSandarsSupporter"
17687,trump,@conservative421 @DB756 @NeilTurner_ @realDonaldTrump https://t.co/kfO83Tb6xw
17688,trump,"@HillaryClinton Real slow-Ed Schultz,Thom Hartman support u. They are on RT. Maybe us sh rethink what u r saying about RT else u look nuts"
17689,hillary,"So, you KNOW @HillaryClinton &amp; her #CuckolderInChief 
'spouse' (sic)? @PatiencetoPerf"
17690,hillary,@HillaryClinton yes!!!
17691,hillary,"@HillaryClinton so you see, Trump is right https://t.co/qPsoZzHmRM"
17692,hillary,"@DonaldJTrumpJr  and @billclinton and @HillaryClinton just love Robert Byrd, Grand Cyclops of the KKK. Don't forget what he said about Obama"
17693,hillary,"If a constitutional crisis does occur, the #GOP is going 2 lose anyway 5-4, let's hope she wins outright. #ImWithHer https://t.co/UEJuKYjqzw"
17694,trump,@realDonaldTrump You know it is not NAFTA it is greedy companies(like yours) who want to pay workers $4/day&amp;don't follow pollution controls
17695,trump,@conservative421 @DB756 @NeilTurner_ @realDonaldTrump https://t.co/DdzZ6ltB6g
17696,trump,".@realDonaldTrump #FuckYouDonald, ya pinko commie.  https://t.co/PQ7xeqMbHT"
17697,hillary,"As if @EWErickson had any ""principles,"" aside from the self-interests of @EWErickson (&amp; electing @HillaryClinton ) https://t.co/oZrDjkYoUe"
17698,trump,@aoneammo @HillaryClinton @thehill https://t.co/IK4nqUcOLf
17699,trump,#ImWithHer
17700,trump,@aoneammo @HillaryClinton @thehill https://t.co/rAxQzJxPKe
17701,trump,"@rescuetracker81 The Vermin in the Liberal media have one agenda, to put #CrookedHillary the WH . WE the in PEOPLE WILL STOP THEM"
17702,trump,So ignorant @realDonaldTrump doesn't believe the truth when pointed out to him! https://t.co/3hd5rmVxsp
17703,trump,@bill8uhbvgy71 @Toure @realDonaldTrump @politico Politifact just called this False. #Trumpisbirtherinchief
17704,trump,@RexHuppke When #Trump slaughters your POS queen #Hillary we will be cheering for Trump and laughing at the #liberal idiots like you! LOL
17705,hillary,"@HillaryClinton MT ""NKorea outrageous"" where is #KimJongUn getting the #Uranium? He can't feed his people but obtaining nuclear chemicals"
17706,trump,GO KATIE!! See you at the polls! ! https://t.co/ZEHgHb5ObL
17707,trump,Not and never in @realDonaldTrump 's America.  Cut the crap out. https://t.co/9gg18Erh0B
17708,trump,.@realDonaldTrump #FuckYouDonald #pinko #commie https://t.co/NKLAk0r95r
17709,trump,Were u watching Twitter as I was Values Voter Summit? Did you see they auto filled #VVS2016 instead of #VVS16 now both are weaker. #MAGA #DC
17710,hillary,"@realDonaldTrump @FoxNews BIASED BIGOTS AT CNN, CLINTON'S NEWS NETWORK, R JUST SO FULL OF BS! I SMELL THEM FROM HERE https://t.co/HNznEwduDF"
17711,trump,@_wintergirl93 @Ladyshrink222 not sure I understand your posts but I hope you accepted my apology ... I'm a #Trump supported.
17712,hillary,"@HillaryClinton @ChelseaClinton all you crooks stick together, lmao idiots https://t.co/OdFdUPv9zR"
17713,trump,@MrBeak12 @Boston_Bias_22 @realDonaldTrump @CNN weirdly the only bankruptcy here is Trumps.....
17714,trump,@HlLLARYCLINT0N Huh? I know this isn't a -H tweet This Tweeter acct is a fake probably made by one of @realDonaldTrump croonies
17715,trump,https://t.co/TjI3NSRtPb judgment is way off @realDonaldTrump has true supporters doesn't have to pay for their votes like @HillaryClinton
17716,hillary,@HillaryClinton I certainly cannot vote for crooked Hilary and her crime ring. Trump will bring our country back to greatness
17717,hillary,RT @YMcglaun  https://t.co/Q57WSEwYVA
17718,trump,Keep up the good work @nytimes @HillaryClinton https://t.co/fmAHuJAIGz
17719,trump,"@LindaSuhler The Vermin in the Liberal media have one agenda, to put #CrookedHillary the WH . WE the in PEOPLE WILL STOP THEM"
17720,trump,.@realDonaldTrump #FuckYouDonald #pinko #commie https://t.co/fVBmYku39j
17721,trump,The group reminded me of the crowd who yelled to Pilot...Crucify! Hypocrits! https://t.co/XpLtusrnP0
17722,trump,Yes it is https://t.co/3PQZBtRg2J
17723,trump,@HillaryClinton @ChelseaClinton https://t.co/WGhqgHH9Cb
17724,trump,@FoxNews @realDonaldTrump so what. Still not voting for him. ( not voting for Clinton either)
17725,hillary,"@andrewzimmern @HillaryClinton @SallyAnneTaylor You got the initials wrong,its HRC that has no moral compass."
17726,trump,"#Trump in 2016 Temp:Crab Orchard, Ky."":87.8°F Wind:0.9mph Pressure: 30.03hpa Falling slowly Rain Today 0.00in.  Forecast: Unsettled, precip"
17727,trump,"@Ladyshrink222 #DonaldTrump @ReignsFreedom @kallaue  @bfraser747 @downbyseashore @SEC_SAM 
@trump2016fan #Nigel_Farage  #PamelaGeller"
17728,trump,@HillaryClinton @ChelseaClinton https://t.co/KvFXAaHdJz
17729,hillary,Oh my god?? Must read-absolutely disgusting @chucktodd @MSNBC #ImWithHer https://t.co/enjeJ55MhH
17730,trump,.@realDonaldTrump #FuckYouDonald #pinko #commie https://t.co/OlNSxo6SZn
17731,hillary,@stickyfacts @anonbloo @HillaryClinton #FLGop #VA #Fl #OH #PA #CA #NC #IA #KY #AL #MO #TXGop #PAGop #OHGop #NCGop #Texas #IAGop #WV #SC #TN.
17732,hillary,"@AfAmDemocrats @DNCLatinos @TheDemocrats if fact All minorities! Elitist, Currupt Incompetent failure https://t.co/rinKOraPsk"
17733,hillary,@ttownorso @FoxNews @realDonaldTrump @HillaryClinton are you a body reading expert? ??
17734,hillary,"@kinni00 @HillaryClinton , the @DNC &amp; their owners better read what the Declaration of Independence says about when Govt becomes destructive"
17735,hillary,@PSUGradAtl @RichardGrenell @HillaryClinton @Zigmanfreud Higher education at work.UN and US gov't funds wasted as usual Mr Grenell.
17736,trump,@HillaryClinton @ChelseaClinton https://t.co/wm05XUx7lE
17737,trump,Montage: 18 Times Obama Trashed America While In Asia… https://t.co/9FAlVDGcQf But the Left is outraged #Trump prefers Putin?
17738,trump,.@realDonaldTrump #FuckYouDonald #pinko #commie  https://t.co/sa6Ylv5XR7
17739,hillary,"@HillaryClinton that's pretty good word smithing, gotta hand you that!"
17740,trump,#LyingHillary gave away our #uranium &amp; has the lies to accuse #Trump of colluding with #Putin! She is in #Putinsbed https://t.co/x8g2xBjhe7
